0,#,FORM,LEMMA,GRAM,COMMENT,CHECKED,CONTEXT,RIGHT1,RIGHT2,RIGHT3,RIGHT4,RIGHT5,RIGHT6,POS,AUTO_LEMMA,AUTO_GRAM,
12268,,и,И,CONJ,,,"свой путь , _и_ когда уже понятно",и,,,,,,CONJ,И,CONJ,И
12269,,когда,КОГДА,CONJ,,,"путь , и _когда_ уже понятно ,",а,д,г,о,к,,CONJ,КОГДА,CONJ,А
12270,,уже,УЖЕ,ADV -,,,", и когда _уже_ понятно , что",е,ж,у,,,,ADV,УЖЕ,ADV -,Е
12271,,понятно,ПОНЯТНО,ADV -,,,"и когда уже _понятно_ , что ты",о,н,т,я,н,о,ADV,ПОНЯТНО,ADV -,О
12272,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12273,,что,ЧТО,CONJ,,,"уже понятно , _что_ ты перепробовал во",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12274,,ты,ТЫ,SPRO sg 2p - nom,,,"понятно , что _ты_ перепробовал во всех",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12275,,перепробовал,ПЕРЕПРОБОВАТЬ,V pf praet sg indic m -,,,", что ты _перепробовал_ во всех своих",л,а,в,о,б,о,V,ПЕРЕПРОБОВАТЬ,V pf praet sg indic m -,Ь
12276,,во,ВО,PR,,,что ты перепробовал _во_ всех своих перерождениях,о,в,,,,,PR,ВО,PR,О
12277,,всех,ВЕСЬ,APRO - loc pl plen - -,,,"ты перепробовал во _всех_ своих перерождениях ,",х,е,с,в,,,APRO,ВЕСЬ,A - loc pl plen - -,Ь
12278,,своих,СВОЙ,APRO - loc pl plen - -,,,"перепробовал во всех _своих_ перерождениях , и",х,и,о,в,с,,APRO,СВОЙ,A - loc pl plen - -,Й
12279,,перерождениях,ПЕРЕРОЖДЕНИЕ,S n inan loc pl,,,"во всех своих _перерождениях_ , и ты",х,я,и,н,е,д,S,ПЕРЕРОЖДЕНИЕ,S n inan loc pl,Е
12280,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12281,,и,И,CONJ,,,"своих перерождениях , _и_ ты как бы пришел",и,,,,,,CONJ,И,CONJ,И
12282,,ты,ТЫ,SPRO sg 2p - nom,,,"перерождениях , и _ты_ как бы пришел к",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12283,,как бы,как бы,PART,,,", и ты _как бы_ пришел к чему-то",ы,б,,к,а,к,PART,как бы,ADV -,ы
12284,,пришел,ПРИЙТИ,V pf praet sg indic m -,,,"и ты как бы _пришел_ к чему-то ,",л,е,ш,и,р,п,V,ПРИЙТИ,V pf praet sg indic m -,И
12285,,к,К,PR,,,"ты как бы пришел _к_ чему-то , и",к,,,,,,PR,К,PR,К
12286,,чему-то,ЧТО-ТО,SPRO n inan dat sg,,,"как бы пришел к _чему-то_ , и ты",о,т,-,у,м,е,SPRO,ЧТО-ТО,S n - dat sg,О
12287,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12288,,и,И,CONJ,,,"к чему-то , _и_ ты какб",и,,,,,,CONJ,И,CONJ,И
12289,,ты,ТЫ,SPRO sg 2p - nom,,,"чему-то , и _ты_ какб",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12290,"<distinct form=""",,,,,,,,,,,,,,,,
12291,<dist>,какб,,,,,,,,,,,,,,,
12292,""">",,,,,,,,,,,,,,,,
12293,,как бы,как бы,PART,,,какб _как бы_ ... осознал,ы,б,,к,а,к,PART,как бы,ADV -,ы
12294,</distinct>,,,,,,,,,,,,,,,,
12295,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
12296,,осознал,ОСОЗНАТЬ,V pf praet sg indic m -,,,"как бы ... _осознал_ себя , то",л,а,н,з,о,с,V,ОСОЗНАТЬ,V pf praet sg indic m -,Ь
12297,,себя,СЕБЯ,SPRO - - - acc,,,"... осознал _себя_ , то ,",я,б,е,с,,,SPRO,СЕБЯ,SPRO - - - acc,Я
12298,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12299,,то,ТО,CONJ,,,"осознал себя , _то_ , собственно ,",о,т,,,,,CONJ,ТО,CONJ,О
12300,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12301,,собственно,СОБСТВЕННО!,PARENTH,,,", то , _собственно_ , ты туда",о,н,н,е,в,т,ADV,СОБСТВЕННО,ADV -,О
12302,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12303,,ты,ТЫ,SPRO sg 2p - nom,,,", собственно , _ты_ туда попадаешь .",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12304,,туда,ТУДА!,ADVPRO -,,,"собственно , ты _туда_ попадаешь .",а,д,у,т,,,ADV,ТУДА,ADV -,А
12305,,попадаешь,ПОПАДАТЬ,V ipf praes sg indic - 2p,,,", ты туда _попадаешь_ .",ь,ш,е,а,д,а,V,ПОПАДАТЬ,V ipf praes sg indic - 2p,Ь
12306,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12307,,,,,,,,,,,,,,,,,
12308,# sent = 881,,,,,,,,,,,,,,,,
12309,,Или,ИЛИ,CONJ,,,". _Или_ же , если",и,л,и,,,,CONJ,ИЛИ,CONJ,И
12310,,же,ЖЕ,PART,,,"Или _же_ , если у",е,ж,,,,,PART,ЖЕ,PART,Е
12311,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12312,,если,ЕСЛИ,CONJ,,,"Или же , _если_ у тебя нет",и,л,с,е,,,CONJ,ЕСЛИ,CONJ,И
12313,,у,У,PR,,,"же , если _у_ тебя нет желания",у,,,,,,PR,У,PR,У
12314,,тебя,ТЫ!,SPRO sg 2p - gen,,,", если у _тебя_ нет желания ты",я,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - acc,Ы
12315,,нет,НЕТ!,PART,,,если у тебя _нет_ желания ты продолжаешь,т,е,н,,,,ADV,НЕТ,ADV -,Т
12316,,желания,ЖЕЛАНИЕ,S n inan gen sg,,,у тебя нет _желания_ ты продолжаешь,я,и,н,а,л,е,S,ЖЕЛАНИЕ,S n inan gen sg,Е
12317,,ты,ТЫ,SPRO sg 2p - nom,,,тебя нет желания _ты_ продолжаешь .,ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12318,,продолжаешь,ПРОДОЛЖАТЬ,V ipf praes sg indic - 2p,,,нет желания ты _продолжаешь_ .,ь,ш,е,а,ж,л,V,ПРОДОЛЖАТЬ,V ipf praes sg indic - 2p,Ь
12319,<noindex>[нрзб]</noindex>,,,,,,,,,,,,,,,,
12320,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12321,,,,,,,,,,,,,,,,,
12322,# sent = 882,,,,,,,,,,,,,,,,
12323,,То есть,То есть,CONJ,,,. _То есть_ грубо говоря это,ь,т,с,е,,о,CONJ,То есть,ADV -,ь
12324,,грубо,ГРУБО,ADV -,,,"То есть _грубо_ говоря это ,",о,б,у,р,г,,ADV,ГРУБО,ADV -,О
12325,,говоря,ГОВОРИТЬ,V ipf praes - ger - -,,,"То есть грубо _говоря_ это , ну",я,р,о,в,о,г,V,ГОВОРИТЬ,V ipf praes - ger - -,Ь
12326,,это,ЭТО!,PART,,,"То есть грубо говоря _это_ , ну ,",о,т,э,,,,SPRO,ЭТО,S n - acc sg,О
12327,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12328,,ну,НУ,PART,,,"говоря это , _ну_ , что-то ,",у,н,,,,,PART,НУ,PART,У
12329,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12330,,что-то,ЧТО-ТО,SPRO n inan nom sg,,,", ну , _что-то_ , похожее на",о,т,-,о,т,ч,SPRO,ЧТО-ТО,S n - nom sg,О
12331,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12332,,похожее,ПОХОЖИЙ,A - nom sg plen n -,,,", что-то , _похожее_ на буддизм ...",е,е,ж,о,х,о,A,ПОХОЖИЙ,A - nom sg plen n -,Й
12333,,на,НА,PR,,,"что-то , похожее _на_ буддизм ...",а,н,,,,,PR,НА,PR,А
12334,,буддизм,БУДДИЗМ!,S m inan acc sg,,,", похожее на _буддизм_ ...",м,з,и,д,д,у,S,БУДДИЗМ,S m inan nom sg,М
12335,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
12336,,,,,,,,,,,,,,,,,
12337,# sent = 883,,,,,,,,,,,,,,,,
12338,# speaker = Полина,,,,,,,,,,,,,,,,
12339,# sent = 884,,,,,,,,,,,,,,,,
12340,,но,НО,CONJ,,,_но_ в буддизме ...,о,н,,,,,CONJ,НО,CONJ,О
12341,,в,В,PR,,,но _в_ буддизме ...,в,,,,,,PR,В,PR,В
12342,,буддизме,БУДДИЗМ,S m inan loc sg,,,но в _буддизме_ ...,е,м,з,и,д,д,S,БУДДИЗМ,S m inan loc sg,М
12343,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
12344,,,,,,,,,,,,,,,,,
12345,# sent = 885,,,,,,,,,,,,,,,,
12346,"<span class=""note"">",,,,,,,,,,,,,,,,
12347,<note>,Говорят одновременно,,,,,,,,,,,,,,,
12348,</span>,,,,,,,,,,,,,,,,
12349,,,,,,,,,,,,,,,,,
12350,# sent = 886,,,,,,,,,,,,,,,,
12351,# speaker = В,,,,,,,,,,,,,,,,
12352,# sent = 887,,,,,,,,,,,,,,,,
12353,,Эээ,ЭЭЭ!,INTJ,,,"_Эээ_ , на Колесо",э,э,э,,,,NONLEX,ЭЭЭ,NONLEX,Э
12354,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12355,,на,НА,PR,,,"Эээ , _на_ Колесо Сансары .",а,н,,,,,PR,НА,PR,А
12356,,Колесо,КОЛЕСО!,S n inan acc sg,,,"Эээ , на _Колесо_ Сансары .",о,с,е,л,о,к,S,КОЛЕСО,S n inan nom sg,О
12357,,Сансары,САНСАРА!,S f inan gen sg,,,", на Колесо _Сансары_ .",ы,р,а,с,н,а,S,САНСАРА,S m anim nom sg,А
12358,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12359,,,,,,,,,,,,,,,,,
12360,# sent = 888,,,,,,,,,,,,,,,,
12361,"<span class=""note"">",,,,,,,,,,,,,,,,
12362,<note>,Говорят одновременно,,,,,,,,,,,,,,,
12363,</span>,,,,,,,,,,,,,,,,
12364,,,,,,,,,,,,,,,,,
12365,# sent = 889,,,,,,,,,,,,,,,,
12366,# speaker = Полина,,,,,,,,,,,,,,,,
12367,# sent = 890,,,,,,,,,,,,,,,,
12368,,Да,ДА,PART,,,"_Да_ , похожее на",а,д,,,,,PART,ДА,PART,А
12369,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12370,,похожее,ПОХОЖИЙ,A - nom sg plen n -,,,"Да , _похожее_ на Колесо Сансары",е,е,ж,о,х,о,A,ПОХОЖИЙ,A - nom sg plen n -,Й
12371,,на,НА,PR,,,"Да , похожее _на_ Колесо Сансары .",а,н,,,,,PR,НА,PR,А
12372,,Колесо,КОЛЕСО!,S n inan acc sg,,,", похожее на _Колесо_ Сансары .",о,с,е,л,о,к,S,КОЛЕСО,S n inan nom sg,О
12373,,Сансары,САНСАРА!,S f inan gen sg,,,похожее на Колесо _Сансары_ .,ы,р,а,с,н,а,S,САНСАРА,S m anim nom sg,А
12374,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
12375,,,,,,,,,,,,,,,,,
12376,# sent = 891,,,,,,,,,,,,,,,,
12377,"<span class=""note"">",,,,,,,,,,,,,,,,
12378,<note>,Говорят одновременно,,,,,,,,,,,,,,,
12379,</span>,,,,,,,,,,,,,,,,
12380,,,,,,,,,,,,,,,,,
12381,# sent = 892,,,,,,,,,,,,,,,,
12382,# speaker = В,,,,,,,,,,,,,,,,
12383,# sent = 893,,,,,,,,,,,,,,,,
12384,,Бесконечное,БЕСКОНЕЧНЫЙ,A - nom sg plen n -,,,_Бесконечное_ колесо перерождений ?,е,о,н,ч,е,н,A,БЕСКОНЕЧНЫЙ,A - nom sg plen n -,Й
12385,,колесо,КОЛЕСО,S n inan nom sg,,,Бесконечное _колесо_ перерождений ?,о,с,е,л,о,к,S,КОЛЕСО,S n inan nom sg,О
12386,,перерождений,ПЕРЕРОЖДЕНИЕ,S n inan gen pl,,,Бесконечное колесо _перерождений_ ?,й,и,н,е,д,ж,S,ПЕРЕРОЖДЕНИЕ,S n inan gen pl,Е
12387,,?,?,PUNCT,,,,,,,,,,PUNCT,,,
12388,,,,,,,,,,,,,,,,,
12389,# sent = 894,,,,,,,,,,,,,,,,
12390,"<span class=""note"">",,,,,,,,,,,,,,,,
12391,<note>,Говорят одновременно,,,,,,,,,,,,,,,
12392,</span>,,,,,,,,,,,,,,,,
12393,,,,,,,,,,,,,,,,,
12394,# sent = 895,,,,,,,,,,,,,,,,
12395,# speaker = Полина,,,,,,,,,,,,,,,,
12396,# sent = 896,,,,,,,,,,,,,,,,
12397,,Да,ДА,PART,,,_Да_ !,а,д,,,,,PART,ДА,PART,А
12398,,!,!,PUNCT,,,,,,,,,,PUNCT,,,
12399,,,,,,,,,,,,,,,,,
12400,# sent = 897,,,,,,,,,,,,,,,,
12401,,Но,НО,CONJ,,,! _Но_ при этом в,о,н,,,,,CONJ,НО,CONJ,О
12402,,при,ПРИ,PR,,,Но _при_ этом в буддизме,и,р,п,,,,PR,ПРИ,PR,И
12403,,этом,ЭТО,SPRO n - loc sg,,,Но при _этом_ в буддизме жизнь,м,о,т,э,,,SPRO,ЭТО,S n - loc sg,О
12404,,в,В,PR,,,Но при этом _в_ буддизме жизнь -,в,,,,,,PR,В,PR,В
12405,,буддизме,БУДДИЗМ,S m inan loc sg,,,при этом в _буддизме_ жизнь - это,е,м,з,и,д,д,S,БУДДИЗМ,S m inan loc sg,М
12406,,жизнь,ЖИЗНЬ,S f inan acc sg,,,этом в буддизме _жизнь_ - это страдание,ь,н,з,и,ж,,S,ЖИЗНЬ,S f inan acc sg,Ь
12407,,-,-,PUNCT,,,,,,,,,,PUNCT,,,
12408,,это,ЭТО,PART,,,"буддизме жизнь - _это_ страдание , ее",о,т,э,,,,PART,ЭТОТ,A - acc sg plen n -,О
12409,,страдание,СТРАДАНИЕ,S n inan nom sg,,,"жизнь - это _страдание_ , ее рассматривают",е,и,н,а,д,а,S,СТРАДАНИЕ,S n inan nom sg,Е
12410,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12411,,ее,ОНА,SPRO sg 3p f acc,,,"это страдание , _ее_ рассматривают с точки",е,е,,,,,SPRO,ЕЕ,A - nonflex - plen - -,А
12412,,рассматривают,РАССМАТРИВАТЬ,V ipf praes pl indic - 3p,,,"страдание , ее _рассматривают_ с точки зрения",т,ю,а,в,и,р,V,РАССМАТРИВАТЬ,V ipf praes pl indic - 3p,Ь
12413,,с,С,PR,,,", ее рассматривают _с_ точки зрения именно",с,,,,,,PR,С,PR,С
12414,,точки,ТОЧКА,S f inan gen sg,,,ее рассматривают с _точки_ зрения именно страданий,и,к,ч,о,т,,S,ТОЧКА,S f inan gen sg,А
12415,,зрения,ЗРЕНИЕ,S n inan gen sg,,,"рассматривают с точки _зрения_ именно страданий ,",я,и,н,е,р,з,S,ЗРЕНИЕ,S n inan gen sg,Е
12416,,именно,ИМЕННО,PART,,,"с точки зрения _именно_ страданий , но",о,н,н,е,м,и,PART,ИМЕННО,PART,О
12417,,страданий,СТРАДАНИЕ,S n inan gen pl,,,"точки зрения именно _страданий_ , но в",й,и,н,а,д,а,S,СТРАДАНИЕ,S n inan gen pl,Е
12418,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12419,,но,НО,CONJ,,,"именно страданий , _но_ в викке жизнь",о,н,,,,,CONJ,НО,CONJ,О
12420,,в,В,PR,,,"страданий , но _в_ викке жизнь -",в,,,,,,PR,В,PR,В
12421,,викке,ВИККА!,S f inan loc sg,,,", но в _викке_ жизнь -",е,к,к,и,в,,S,ВИККА,S f anim loc sg,А
12422,,жизнь,ЖИЗНЬ,S f inan acc sg,,,но в викке _жизнь_ - этооо,ь,н,з,и,ж,,S,ЖИЗНЬ,S f inan acc sg,Ь
12423,,-,-,PUNCT,,,,,,,,,,PUNCT,,,
12424,"<distinct form=""",,,,,,,,,,,,,,,,
12425,<dist>,этооо,,,,,,,,,,,,,,,
12426,""">",,,,,,,,,,,,,,,,
12427,,это,ЭТО!,PART,,,"этооо _это_ , как бы",о,т,э,,,,SPRO,ЭТО,S n - acc sg,О
12428,</distinct>,,,,,,,,,,,,,,,,
12429,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12430,,как бы,как бы,PART,,,"это , _как бы_ люди живут для",ы,б,,к,а,к,PART,как бы,ADV -,ы
12431,,люди,ЧЕЛОВЕК,S m anim nom pl,,,", как бы _люди_ живут для того",и,д,ю,л,,,S,ЧЕЛОВЕК,S m anim nom pl,К
12432,,живут,ЖИТЬ,V ipf praes pl indic - 3p,,,", как бы люди _живут_ для того ,",т,у,в,и,ж,,V,ЖИТЬ,V ipf praes pl indic - 3p,Ь
12433,,для,ДЛЯ,PR,,,"как бы люди живут _для_ того , чтобы",я,л,д,,,,PR,ДЛЯ,PR,Я
12434,,того,ТО,SPRO n - gen sg,,,"люди живут для _того_ , чтобы радоваться",о,г,о,т,,,SPRO,ТО,S n - gen sg,О
12435,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12436,,чтобы,ЧТОБЫ,CONJ,,,"для того , _чтобы_ радоваться и наслаждаться",ы,б,о,т,ч,,CONJ,ЧТОБЫ,CONJ,Ы
12437,,радоваться,РАДОВАТЬСЯ,V ipf - - inf - -,,,"того , чтобы _радоваться_ и наслаждаться ,",я,с,ь,т,а,в,V,РАДОВАТЬСЯ,V ipf - - inf - -,Я
12438,,и,И,CONJ,,,", чтобы радоваться _и_ наслаждаться , то есть",и,,,,,,CONJ,И,CONJ,И
12439,,наслаждаться,НАСЛАЖДАТЬСЯ,V ipf - - inf - -,,,"чтобы радоваться и _наслаждаться_ , то есть это",я,с,ь,т,а,д,V,НАСЛАЖДАТЬСЯ,V ipf - - inf - -,Я
12440,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12441,,то есть,то есть,CONJ,,,"и наслаждаться , _то есть_ это там ...",ь,т,с,е,,о,CONJ,то есть,ADV -,ь
12442,,это,ЭТО,SPRO n - nom sg,,,"наслаждаться , то есть _это_ там ...",о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
12443,,там,ТАМ!,ADVPRO -,,,", то есть это _там_ ...",м,а,т,,,,ADV,ТАМ,ADV -,М
12444,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
12445,,,,,,,,,,,,,,,,,
12446,# sent = 898,,,,,,,,,,,,,,,,
12447,,Как бы,Как бы,PART,,,"... _Как бы_ вроде как ,",ы,б,,к,а,к,PART,Как бы,ADV -,ы
12448,,вроде,ВРОДЕ,PART,,,"Как бы _вроде_ как , ааа",е,д,о,р,в,,PART,ВРОДЕ,PART,Е
12449,,как,КАК!,ADVPRO -,,,"Как бы вроде _как_ , ааа ,",к,а,к,,,,CONJ,КАК,CONJ,К
12450,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12451,,ааа,ААА,INTJ,,,"вроде как , _ааа_ , канва одна",а,а,а,,,,INTJ,ААА,INTJ,А
12452,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12453,,канва,КАНВА,S f inan nom sg,,,", ааа , _канва_ одна , а",а,в,н,а,к,,S,КАНВА,S f inan nom sg,А
12454,,одна,ОДИН,ANUM - nom sg plen f -,,,"ааа , канва _одна_ , а подходы",а,н,д,о,,,ANUM,ОДИН,A - nom sg plen f -,Н
12455,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12456,,а,А,CONJ,,,"канва одна , _а_ подходы разные ,",а,,,,,,CONJ,А,CONJ,А
12457,,подходы,ПОДХОД,S m inan nom pl,,,"одна , а _подходы_ разные , то есть",ы,д,о,х,д,о,S,ПОДХОД,S m inan nom pl,Д
12458,,разные,РАЗНЫЙ!,A - nom pl plen - inan,,,", а подходы _разные_ , то есть можно",е,ы,н,з,а,р,A,РАЗНЫЙ,A - acc pl plen - inan,Й
12459,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12460,,то есть,то есть,CONJ,,,"подходы разные , _то есть_ можно подумать ,",ь,т,с,е,,о,CONJ,то есть,ADV -,ь
12461,,можно,МОЖНО,PRAEDIC,,,"разные , то есть _можно_ подумать , что",о,н,ж,о,м,,PRAEDIC,МОЖНО,PRAEDIC,О
12462,,подумать,ПОДУМАТЬ,V pf - - inf - -,,,", то есть можно _подумать_ , что твои",ь,т,а,м,у,д,V,ПОДУМАТЬ,V pf - - inf - -,Ь
12463,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12464,,что,ЧТО,CONJ,,,"можно подумать , _что_ твои бесконечные перерождения",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12465,,твои,ТВОЙ,APRO - nom pl plen - -,,,"подумать , что _твои_ бесконечные перерождения -",и,о,в,т,,,APRO,ТВОЙ,A - nom pl plen - -,Й
12466,,бесконечные,БЕСКОНЕЧНЫЙ!,A - nom pl plen - inan,,,", что твои _бесконечные_ перерождения - это",е,ы,н,ч,е,н,A,БЕСКОНЕЧНЫЙ,A - acc pl plen - inan,Й
12467,,перерождения,ПЕРЕРОЖДЕНИЕ,S n inan acc pl,,,что твои бесконечные _перерождения_ - это все,я,и,н,е,д,ж,S,ПЕРЕРОЖДЕНИЕ,S n inan acc pl,Е
12468,,-,-,PUNCT,,,,,,,,,,PUNCT,,,
12469,,это,ЭТО,SPRO n - acc sg,,,бесконечные перерождения - _это_ все ... это,о,т,э,,,,SPRO,ЭТО,S n inan acc sg,О
12470,,все,ВЕСЬ!,APRO - nom sg plen n -,,,перерождения - это _все_ ... это твой,е,с,в,,,,APRO,ВЕСЬ,A - nom pl plen - -,Ь
12471,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
12472,,это,ЭТО,SPRO n - nom sg,,,это все ... _это_ твой ужасный крест,о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
12473,,твой,ТВОЙ,APRO - nom sg plen m -,,,"все ... это _твой_ ужасный крест ,",й,о,в,т,,,APRO,ТВОЙ,A - nom sg plen m -,Й
12474,,ужасный,УЖАСНЫЙ,A - nom sg plen m -,,,"... это твой _ужасный_ крест , и",й,ы,н,с,а,ж,A,УЖАСНЫЙ,A - nom sg plen m -,Й
12475,,крест,КРЕСТ,S m inan nom sg,,,"это твой ужасный _крест_ , и тебе",т,с,е,р,к,,S,КРЕСТ,S m inan nom sg,Т
12476,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12477,,и,И,CONJ,,,"ужасный крест , _и_ тебе придется в",и,,,,,,CONJ,И,CONJ,И
12478,,тебе,ТЫ,SPRO sg 2p - dat,,,"крест , и _тебе_ придется в этот",е,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - dat,Ы
12479,,придется,ПРИЙТИСЬ,V pf fut sg indic - 3p,,,", и тебе _придется_ в этот мерзкий",я,с,т,е,д,и,V,ПРИЙТИСЬ,V pf fut sg indic - 3p,Ь
12480,,в,В,PR,,,и тебе придется _в_ этот мерзкий и,в,,,,,,PR,В,PR,В
12481,,этот,ЭТОТ,APRO - acc sg plen m inan,,,тебе придется в _этот_ мерзкий и отвратительный,т,о,т,э,,,APRO,ЭТОТ,A - acc sg plen m inan,Т
12482,,мерзкий,МЕРЗКИЙ,A - acc sg plen m inan,,,придется в этот _мерзкий_ и отвратительный мир,й,и,к,з,р,е,A,МЕРЗКИЙ,A - acc sg plen m inan,Й
12483,,и,И,CONJ,,,в этот мерзкий _и_ отвратительный мир все,и,,,,,,CONJ,И,CONJ,И
12484,,отвратительный,ОТВРАТИТЕЛЬНЫЙ!,A - acc sg plen m -,,,этот мерзкий и _отвратительный_ мир все время,й,ы,н,ь,л,е,A,ОТВРАТИТЕЛЬНЫЙ,A - nom sg plen m -,Й
12485,,мир,МИР!,S m inan acc sg,,,мерзкий и отвратительный _мир_ все время возрождаться,р,и,м,,,,S,МИР,S m inan nom sg,Р
12486,,все,ВЕСЬ!,APRO - nom sg plen n inan,,,"и отвратительный мир _все_ время возрождаться ,",е,с,в,,,,APRO,ВЕСЬ,A - acc pl plen - inan,Ь
12487,,время,ВРЕМЯ!,S n inan nom sg,,,"отвратительный мир все _время_ возрождаться ,",я,м,е,р,в,,S,ВРЕМЯ,S n inan acc sg,Я
12488,,возрождаться,ВОЗРОЖДАТЬСЯ,V ipf - - inf - -,,,"мир все время _возрождаться_ , ааа",я,с,ь,т,а,д,V,ВОЗРОЖДАТЬСЯ,V ipf - - inf - -,Я
12489,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12490,"<distinct form=""",,,,,,,,,,,,,,,,
12491,<dist>,ааа,,,,,,,,,,,,,,,
12492,""">",,,,,,,,,,,,,,,,
12493,,а,А,CONJ,,,ааа _а_ кто-то подумает,а,,,,,,CONJ,А,CONJ,А
12494,</distinct>,,,,,,,,,,,,,,,,
12495,,кто-то,КТО-ТО,SPRO m - nom sg,,,"а _кто-то_ подумает , что",о,т,-,о,т,к,S,КТО-ТО,S m - nom sg,О
12496,,подумает,ПОДУМАТЬ,V pf fut sg indic - 3p,,,"а кто-то _подумает_ , что это",т,е,а,м,у,д,V,ПОДУМАТЬ,V pf fut sg indic - 3p,Ь
12497,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12498,,что,ЧТО,CONJ,,,"кто-то подумает , _что_ это же клево",о,т,ч,,,,CONJ,ЧТО,CONJ,О
12499,,это,ЭТО,SPRO n - nom sg,,,"подумает , что _это_ же клево ,",о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
12500,,же,ЖЕ,PART,,,", что это _же_ клево , ты",е,ж,,,,,PART,ЖЕ,PART,Е
12501,,клево,КЛЕВО!,PRAEDIC,,,"что это же _клево_ , ты можешь",о,в,е,л,к,,A,КЛЕВЫЙ,A - - sg brev n -,Й
12502,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12503,,ты,ТЫ,SPRO sg 2p - nom,,,"же клево , _ты_ можешь попробовать самые",ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Ы
12504,,можешь,МОЧЬ,V ipf praes sg indic - 2p,,,"клево , ты _можешь_ попробовать самые разные",ь,ш,е,ж,о,м,V,МОЧЬ,V ipf praes sg indic - 2p,Ь
12505,,попробовать,ПОПРОБОВАТЬ,V pf - - inf - -,,,", ты можешь _попробовать_ самые разные опыты",ь,т,а,в,о,б,V,ПОПРОБОВАТЬ,V pf - - inf - -,Ь
12506,,самые,САМЫЙ!,APRO - acc pl plen - -,,,"ты можешь попробовать _самые_ разные опыты ,",е,ы,м,а,с,,A,САМЫЙ,A - nom pl plen - -,Й
12507,,разные,РАЗНЫЙ!,A - acc pl plen - -,,,"можешь попробовать самые _разные_ опыты , в",е,ы,н,з,а,р,A,РАЗНЫЙ,A - nom pl plen - -,Й
12508,,опыты,ОПЫТ!,S m inan acc pl,,,"попробовать самые разные _опыты_ , в самых",ы,т,ы,п,о,,S,ОПЫТ,S m inan nom pl,Т
12509,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
12510,,в,В,PR,,,"разные опыты , _в_ самых разных социальных",в,,,,,,PR,В,PR,В
12511,,самых,САМЫЙ!,APRO - loc pl plen - -,,,"опыты , в _самых_ разных социальных",х,ы,м,а,с,,A,САМЫЙ,A - gen pl plen - -,Й
12512,,разных,РАЗНЫЙ!,A - loc pl plen - -,,,", в самых _разных_ социальных роля",х,ы,н,з,а,р,A,РАЗНЫЙ,A - gen pl plen - -,Й
12513,,социальных,СОЦИАЛЬНЫЙ!,A - loc pl plen - -,,,в самых разных _социальных_ роля -,х,ы,н,ь,л,а,A,СОЦИАЛЬНЫЙ,A - gen pl plen - -,Й
